pair,score
2J9U(1):A_2J9U(1):B,0.0012180592166259
3IEY(1):A_6BSC(1):B,0.0004607018199749
5OF3(1):D_2PMS(2):B,0.0004587600415106
4CC4(3):E_1TY4(1):B,0.0028848503716289
3FGC(2):C_5Y26(1):A,0.0010164682753384
7RAG(1):A_7RAG(1):B,0.9016485214233398
6COJ(1):A_1RP3(4):H,0.0002673344279173
2BUY(1):B_2PMS(2):B,0.0007689121994189
5K8J(1):B_7MWR(1):B,0.001451525487937
4DGW(1):A_6XOD(1):A,0.0188307464122772
5UIW(1):A_5OW5(1):B,0.0059550134465098
3M7F(1):A_3AMJ(1):B,0.0008321278728544
5CFF(1):F_4QX8(2):C,0.0072479541413486
1N2D(1):C_4ZIR(1):A,0.0005024425336159
5XKJ(1):C_6TPI(1):A,0.0031333800870925
3Q4H(2):A_4NWR(4):AT,0.0305487550795078
2Y3N(1):C_2Y3N(1):D,0.9893024563789368
4Y66(2):C_4CXF(1):A,0.0008080620900727
3MB2(2):I_7EXZ(2):B,0.0008959002443589
4Y66(2):C_1G73(2):D,0.0126680033281445
2ES4(3):E_5K8J(1):B,0.0610495321452617
3M6M(1):E_2YC4(1):B,0.0010648075258359
5J4A(1):A_7LA5(1):B,0.0026277794968336
4CXF(1):B_2FOI(1):B,0.0004477883339859
4CC4(3):E_4QMF(2):B,0.0016202520346269
4QMF(2):A_4V02(1):C,0.0007029812550172
5K8J(1):B_5KEV(1):A,0.000838702020701
7VKB(1):A_7MWR(1):B,0.0014589743223041
3QVG(2):A_5K8J(1):A,0.0006413091323338
6AKM(1):A_3EXE(2):H,0.0040878290310502
5OW5(1):B_2WP0(1):C,0.0036372826434671
7VD7(1):A_7FAD(2):D,0.0017401336226612
6XZ6(1):A_6XZ6(1):B,0.5633615255355835
7LA5(1):A_6WEG(1):A,0.0009483136818744
6TUN(2):B_7FAD(2):D,0.1619658768177032
1Q7L(3):B_5YK7(1):D,0.0020572119392454
5NUS(1):A_6HPB(1):A,0.0014755347510799
2PTT(1):A_2PTT(1):B,0.4377478361129761
6M2I(1):B_6NKL(1):C,0.2225178480148315
2ZP9(1):G_6KM7(1):A,0.0143725052475929
5J1L(1):B_3ZDM(1):F,0.0010700025595724
7P99(1):C_5MC9(1):B,0.0026104517746716
4NWO(1):B_4QX8(2):D,0.0037444152403622
5B64(1):B_6TI2(1):E,0.0013897093012928
3ZDM(1):E_7V5Z(1):B,0.0066899410448968
2Y0N(1):E_2VUS(2):B,0.0727201029658317
1T3E(1):P_5NT7(1):C,0.008690059185028
1OFH(1):A_2Y0N(1):E,0.0353667400777339
5ERG(1):A_5ERG(1):B,0.993134617805481
4XA9(8):h_2PT7(1):H,0.0014977324753999
1TY4(1):D_5IBW(1):C,0.0008547678007744
3F1I(1):S_1Z6O(1):O,0.0049555958248674
1RP3(4):H_3PUF(3):G,0.0006517684087157
7FAD(2):D_4NWR(4):AT,0.0035257157869637
2QAG(1):B_3Q4H(2):B,0.0014060556422919
7KBJ(2):J_6X0A(15):o,0.0013623051345348
7KBJ(2):J_4Y66(2):C,0.0009134958963841
6XAW(1):B_6MAF(1):C,0.0778799355030059
3M7F(1):A_3M7F(1):B,0.039403386414051
4ZIR(1):B_2PT7(1):H,0.0067416578531265
4NWR(4):AT_5K8J(1):B,0.005237276200205
4BFI(1):B_6TUN(2):B,0.0020321016199886
5IBW(1):C_3LKX(1):B,0.0034948489628732
6XF1(2):D_4WWR(3):D,0.0060064503923058
4V02(1):C_5Y9W(1):B,0.0003318703675176
5WB5(1):A_7ETR(1):A,0.0009115391876548
6GW6(1):B_5NT7(1):D,0.0013496237806975
2VDW(4):G_3TVT(1):B,0.0057349428534507
1RP3(4):H_6GW6(1):B,0.0012698016362264
6XF1(2):D_7KBJ(2):I,0.0018163059139624
7EXZ(2):B_6TUN(2):B,0.0009201128268614
2ZQK(2):D_2WP0(1):C,0.0045168991200625
6POL(2):C_5ZB2(1):A,0.0025553372688591
3A0R(1):B_1N2D(1):A,0.0009126325021497
5OW5(1):A_3M6M(1):E,0.0043706218712031
2WP0(1):A_3F1I(1):S,0.0038602801505476
4CYJ(2):D_2CZV(1):D,0.0009702764218673
7UM4(1):A_1Q7L(3):B,0.0085880430415272
5MC9(1):C_4V02(1):C,0.0005219329614192
6COJ(1):A_2PT7(1):D,0.0012489525834098
2BUY(1):B_2IDO(2):C,0.001497245626524
3H0W(1):A_6XAW(1):A,0.0019666708540171
5CFF(1):F_2XTS(1):C,0.0009673292515799
2CG5(1):B_6AKM(1):B,0.003334546694532
6B12(2):B_6B12(2):D,0.0056432248093187
5WB5(1):A_3LBX(1):A,0.0012035489780828
6X0A(15):O_5IBW(1):C,0.0007598573574796
5OF3(1):D_5OF3(1):E,0.8744317889213562
1TFO(1):B_5KEV(1):B,0.0009376575471833
5B64(1):B_4EXP(1):X,0.0006458375719375
1TFO(1):A_6LBT(1):C,0.0194340888410806
6PNQ(1):B_2XTS(1):D,0.0053955726325511
6WEG(1):A_3L4B(1):D,0.0066690859384834
5MW9(2):G_7DMA(1):B,0.0003414886887185
6TI2(1):E_3NQZ(1):A,0.0038553068879991
5NUS(1):A_2ZQK(2):D,0.0074831978417932
6R3S(1):A_6R3S(1):B,0.8293848037719727
4NL9(2):D_3WXX(4):H,0.0056226137094199
6LBT(1):A_3F1I(1):H,0.0009712550090625
6XOD(1):A_6XF1(2):D,0.0085262851789593
6TPI(1):A_3FGC(2):C,0.0005799391656182
6TRI(1):B_5Y26(1):A,0.0030524269677698
1G73(2):B_1G73(2):D,0.0065394942648708
4ZIR(1):B_5KEV(1):A,0.0007942288648337
3ZDM(1):F_6COJ(1):B,0.0004713154048658
7V5Z(1):B_5JW9(1):A,0.0003702033718582
5Y9W(1):C_6IB8(1):C,0.0017432101303711
5ERG(1):B_1Z6O(1):C,0.0095161590725183
6CP9(4):H_3A5Z(1):D,0.0020429114811122
4C4K(1):O_1TFO(1):A,0.00109159713611
3A0R(1):B_6GND(2):C,0.38007652759552
2IDO(2):D_3A5Z(1):D,0.0026055683847516
1OFH(1):A_2CG5(1):B,0.1271578073501587
3NQZ(1):B_6JCK(1):A,0.0027388401795178
7KBJ(2):J_4BFI(1):B,0.0008584812749177
4BFI(1):B_6MAF(1):C,0.0013648336753249
6U08(2):C_3NYB(1):B,0.002280740533024
2CZV(1):B_3R84(19):V,0.0009270435548387
3LBX(1):A_4V02(1):C,0.0009435109677724
6GJE(1):D_5HY3(1):B,0.0003523141494952
6B12(2):D_1R6O(3):B,0.0032370139379054
7DMA(1):A_7DMA(1):B,0.0756344944238662
3M6M(1):E_6L5K(1):B,0.0006159439799375
6LBT(1):A_1LGH(2):J,0.0003607588878367
7VD7(1):B_4CXF(1):B,0.0006651525036431
7FAD(2):C_7MWR(1):A,0.0027381083928048
4X33(1):A_5MU7(1):B,0.0007565788109786
6IB8(1):C_3A5Z(1):C,0.0102622024714946
4CYJ(2):D_3QVG(2):A,0.0022440056782215
2CG5(1):B_7BY3(1):C,0.0019845925271511
2ZQK(2):D_6KPD(1):C,0.0059405933134257
6YJP(1):C_5NT7(1):C,0.0005140674766153
5XKJ(1):E_6GND(2):D,0.0022095553576946
5MW9(2):F_5MW9(2):G,0.0213085561990737
1H3O(2):C_5C6D(1):C,0.0063855280168354
5Y26(1):A_6HPB(1):B,0.0008494103094562
1GKA(1):B_4EXP(1):A,0.0027566286735236
3EXE(2):H_6TPI(1):C,0.3709278404712677
4C4K(1):O_4PJ2(2):C,0.0099027855321764
6U08(2):C_6YJP(1):A,0.007098535541445
6U3W(1):B_6HUL(1):A,0.0039350725710392
5XKJ(1):E_5NUP(1):D,0.0061188652180135
2BUY(1):A_4C4K(1):O,0.0008333851583302
5XE3(1):E_3CJH(2):I,0.0005545002641156
2XZ0(2):B_4TPS(2):C,0.2781012058258056
5ERG(1):B_2Y0N(1):A,0.0030508746858686
1XG2(1):B_4QMF(2):B,0.00101133226417
7FAD(2):D_6IB8(1):C,0.0095052449032664
6IB8(1):A_3A5Z(1):C,0.0068675782531499
5ZB2(1):A_5XKJ(1):E,0.0210504457354545
5J1L(1):B_2Y9X(2):B,0.0007941822987049
1H3O(2):C_5YK7(1):C,0.2812202870845794
7KBJ(2):J_2PMS(2):B,0.0031782614532858
6IB8(1):C_2PTT(1):B,0.0004685672174673
4TMA(2):F_6AKM(1):A,0.0558598116040229
5J1L(1):A_7ENH(1):A,0.0033338284119963
5OF3(1):D_2FOI(1):D,0.0047600474208593
5MC9(1):B_7C96(1):A,0.0015277191996574
3Q4H(2):B_3TVT(1):A,0.0010676282690837
6U08(2):C_6XRW(1):A,0.001178179285489
5YXY(1):A_5YXY(1):D,0.6323320269584656
3H0W(1):A_5AUP(1):I,0.0008873376646079
7VD7(1):A_3EXE(2):E,0.0009296896168962
5ZB2(1):B_1SV0(2):D,0.1958330571651458
4ZQU(1):B_5NUS(1):B,0.0149034997448325
6JCK(1):B_6GW6(1):B,0.003041255287826
1SV0(2):D_4X33(1):A,0.0021625123918056
3PUF(3):G_5OW5(1):B,0.0452187024056911
2ZP9(1):J_6R3S(1):B,0.0039933193475008
6JCK(1):A_6JCK(1):B,0.7374366521835327
1RP3(4):H_7C96(1):A,0.0008225960191339
6XOD(1):B_2PTT(1):A,0.0005042297416366
5MU7(1):A_4UDM(1):A,0.00206940039061
5J1L(1):A_5XKJ(1):C,0.0069373534061014
3CDK(1):D_7VKB(1):B,0.0181220453232526
3MB2(2):L_3F1I(1):S,0.000545076560229
5Y9W(1):B_2DS2(2):D,0.0031818558927625
6F4J(2):B_7UM4(1):A,0.0009727121796458
5J1L(1):B_2HZS(5):H,0.00160654168576
2YC4(1):B_6DRH(4):G,0.0007490008720196
7BY3(1):C_3TND(1):A,0.1096356883645057
5XE3(1):E_5OW5(1):A,0.0005178121500648
5NUP(1):A_3F1I(1):H,0.0018451720243319
7RAG(1):B_5YXY(1):A,0.0020438742358237
2YC4(1):D_2ZP9(1):G,0.0032137262169271
1G73(2):D_6POL(2):C,0.03547989949584
3L4B(1):D_5NUS(1):A,0.0009572971030138
5IBW(1):A_6TRI(1):A,0.0006303104455582
3CDK(1):D_2J9U(1):B,0.0013421834446489
2Y0N(1):E_6YJP(1):A,0.0013966244878247
7KBJ(2):I_5MU7(1):A,0.0040382156148552
5NUS(1):A_5K8J(1):B,0.0012929732911288
6YJP(1):A_4V02(1):B,0.0017049553571268
6F45(1):D_6F45(1):A,0.0260368008166551
6ZT0(1):AAAA_6YJP(1):A,0.0042459839023649
3TVT(1):A_3TVT(1):B,0.0141820171847939
6IB8(1):A_6IB8(1):C,0.0061730830930173
3LBX(1):A_4C4K(1):T,0.1531694680452346
3GQI(1):B_5KEV(1):A,0.0012485292972996
5E3E(1):B_2CZV(1):D,0.0039494433440268
4KBQ(1):C_3AV0(1):B,0.0015891788061708
5OF3(1):E_2PT7(1):D,0.0007379599846899
2PTT(1):A_3F1I(1):H,0.0007700620335526
6XAW(1):A_7VD7(1):A,0.000708153063897
4PJ2(2):B_6M2I(1):A,0.0354227125644683
4KBQ(1):C_6LBU(1):A,0.0008921134867705
5ZB2(1):B_7BY3(1):C,0.0012957642320543
7V5Z(1):B_3BEG(1):B,0.0010920994682237
5ERG(1):A_5OF3(1):D,0.0009293804760091
4EXP(1):A_2VUS(2):B,0.0045194467529654
2Y0N(1):E_7LA5(1):A,0.0019582253880798
7BY3(1):C_7BY3(1):D,0.5975894927978516
4CYJ(2):D_6F4J(2):D,0.089977279305458
3IEY(1):A_6M2I(1):B,0.000296644953778
4X33(1):A_3H0W(1):B,0.0010713950032368
3QVG(2):A_6JCK(1):A,0.0188654866069555
4WWR(3):C_4UDM(1):A,0.0002484612050466
2XZ0(2):B_5AUP(1):I,0.0010507181286811
2CG5(1):B_6XAW(1):B,0.0052296696230769
2J9U(1):B_2VUS(2):B,0.0275731664150953
4V02(1):C_1TQY(4):H,0.0009530816460028
4Y66(2):D_3Q4H(2):A,0.0098444772884249
6OD1(1):A_4XA9(8):H,0.0005419106455519
5OF3(1):D_1Q5R(1):H,0.0005711570265702
6TRI(1):A_6RCX(1):B,0.0033202951308339
3HUG(6):J_3L4B(1):D,0.0008216911228373
6TUN(2):C_5J1L(1):B,0.4754620194435119
6F45(1):A_1Q5R(1):H,0.0002685442741494
1T3E(1):B_1T3E(1):P,0.0485581010580062
2PMS(2):B_4EXP(1):X,0.0323826819658279
4CC4(3):E_1LGH(2):J,0.000701495911926
3LKX(1):A_2WP0(1):A,0.0255738217383623
4V02(1):C_6YJP(1):A,0.0006087500369176
4WW9(1):B_3A5Z(1):D,0.0051805921830236
6TI2(1):B_6HPB(1):A,0.0058945068158209
6XAW(1):B_4X33(1):B,0.0285951737314462
3AMJ(1):B_3TVT(1):B,0.0007078244234435
6D0H(1):B_7VKB(1):B,0.0023406725376844
6GND(2):D_6TUN(2):B,0.0045921434648334
5KEV(1):B_6U08(2):D,0.0110407099127769
1QDL(1):B_6XAW(1):B,0.0016963303787633
3LKX(1):B_4Y66(2):C,0.0040433104149997
6KPD(1):C_1TFO(1):A,0.0028746239840984
5XKJ(1):C_3QVG(2):A,0.0009701428934931
7EXZ(2):A_2ES4(3):E,0.002877150895074
3ZDM(1):F_4ZK7(1):E,0.0009590128320269
3BEG(1):A_3BEG(1):B,0.7671251893043518
4NWO(1):A_6LBU(1):B,0.0677364468574523
6BSC(1):A_5YK7(1):D,0.0005149217904545
3A0R(1):B_6IB8(1):A,0.00267252814956
4ZQU(1):B_3TND(1):A,0.0093068554997444
6TRI(1):B_4FXE(1):E,0.2968964874744415
3PUF(3):I_4CXF(1):B,0.0039608925580978
5ZB2(1):A_7ENH(1):A,0.0026146152522414
5XE3(1):A_6LBT(1):A,0.0025332090444862
2IYB(2):F_3R84(19):U,0.001810212736018
6NKL(1):C_3QVG(2):B,0.0022990577854216
3OEI(1):B_5MC9(1):B,0.0005859290831722
5JW9(1):B_3QVG(2):A,0.0048373434692621
5NUS(1):A_5NUS(1):B,0.0428314320743083
3CDK(1):C_1LGH(2):J,0.0008142075967043
4ZK7(1):E_3ZDM(1):E,0.0044616544619202
3TND(1):A_2VUS(2):B,0.0011469322489574
1RP3(4):G_3BEG(1):B,0.0013789383228868
3AMJ(1):B_7VKB(1):B,0.002107991836965
3A5Z(1):D_1SV0(2):B,0.0012660777429118
4UDM(1):B_3NQZ(1):B,0.0105228731408715
2ZP9(1):G_6COJ(1):A,0.0117929922416806
6PNQ(1):B_2VUS(2):J,0.0031866552308201
6XF1(2):C_1T3E(1):B,0.0407014675438404
7V5Z(1):D_6X0A(15):O,0.4975045323371887
3EXE(2):H_1SV0(2):D,0.0013297543628141
4QMF(2):B_6R3S(1):B,0.0493413172662258
5AUP(1):A_5OW5(1):A,0.0016727158799767
3AV0(1):A_6KML(1):C,0.0030027765315026
3LKX(1):B_2Y3N(1):D,0.0005050633335486
4KBQ(1):A_1N2D(1):C,0.0055357944220304
5C6D(1):C_6MAF(1):C,0.0158740449696779
2YC4(1):B_2YC4(1):D,0.0395635142922401
3MB2(2):I_4NL9(2):D,0.0010139887453988
6R3S(1):B_4NWR(4):AS,0.0379469543695449
1R6O(3):D_6AKM(1):A,0.0036253903526812
5K8J(1):A_3A0R(1):B,0.0012647706316784
5ERG(1):A_2ZP9(1):J,0.0013650084147229
6HPB(1):A_5KEV(1):B,0.0007519696373492
3CDK(1):D_6IB8(1):C,0.0021531321108341
6D0H(1):A_6D0H(1):B,0.4752506911754608
2Y9X(2):B_2Y9X(2):F,0.0015763517003506
3BEG(1):B_6GJE(1):D,0.0018782091792672
