protein1,protein2,interaction
Q9LSX7,Q9CAN4,0
Q9SRR8,Q9LZW4,0
P17839,P29382,1
Q9LNP6,Q9SVY5,0
Q9SWG3,Q8H1G6,0
Q9SRH6,Q9SJ04,0
Q9FZE4,O04425,0
Q8LAL2,Q8RYC6,1
Q9FNZ5,Q9SIU2,0
Q9SUT5,Q9FV70,0
O65312,P54609,0
Q9LU21,Q9MAM1,0
Q9LZP9,Q9S745,0
Q4PSU4,Q8RY59,0
Q9FJ49,Q94F39,0
Q9M280,Q8LD39,0
Q5M759,O49279,0
Q6NPE9,Q9C5W9,0
Q9FJW4,Q42588,0
Q8W2F1,Q9SUI4,0
Q95695,Q9XI73,1
P56752,Q9FG89,1
P33077,P26289,0
Q9SPK4,Q9FIJ2,0
Q39204,Q7XA68,0
Q9FNY0,F4HXZ1,0
Q9FDX9,Q8S4Q6,0
Q94C12,Q9FJW5,0
Q9SV23,A0A1P8BCD1,0
P27323,Q9SUT5,1
F4HW90,O82248,0
Q9FQ09,Q9LV40,0
Q94B60,Q8VZS8,0
B9DGE3,Q9FJE8,0
B4F7P5,Q38837,0
O80345,Q84JG2,0
O48661,C0Z2L5,0
Q9FKS5,O80642,0
Q9C9L2,Q9LT89,1
Q8LDC8,Q38840,0
Q9SN73,P92532,0
Q8LDK5,Q9SZE4,0
Q9LXG0,Q94F39,0
Q9SI38,C0SVG1,0
Q9LRN8,Q93VJ4,0
Q8L3X8,Q8W2F1,0
Q8LGE3,O04719,0
Q9LUS6,Q9S7M0,0
C0LGW6,P25856,0
B5TM94,Q8VZ65,1
Q6DUW9,O64816,0
Q8RXT5,A0A654EZG3,0
Q9FFK1,Q9SFC6,0
Q9SJ04,Q9SR06,0
Q9S9P3,P43273,0
Q94CL9,O48528,0
Q9XF89,Q8GV05,0
Q9C518,O81826,0
F4HW90,Q9LKR3,0
Q94ID6,Q9AR19,0
Q8H1U5,Q9ZSA2,0
Q9ZSA2,Q9LU39,0
Q38836,Q9SPL2,0
Q9FF75,Q9ZNV9,0
Q9SN10,Q9LT31,0
Q39142,Q94B71,0
O04567,Q9M1U4,0
Q9M280,Q9SEL6,0
Q9ZPW7,Q9SKI3,0
Q9SFC6,Q39027,0
Q96305,Q94K07,0
Q9M2B4,O22456,0
Q8RYC6,P55852,0
O22229,Q9C682,0
Q9FJH7,Q9FIP9,0
Q8VYT3,Q9ZSA2,0
Q9XED8,Q56Y52,0
Q6GKU7,Q38898,0
Q9ZNR6,Q9FG89,0
Q9SPK4,Q9FUA4,0
Q8W575,P92973,0
O49839,Q39081,0
B9DGG1,Q8LEM4,0
O24408,P93311,0
Q9FFS0,Q9FME3,0
Q39081,Q0WQN9,0
O48691,Q9LND7,0
Q8LEU3,F4HNU8,0
O80871,O49429,0
P61839,P0C896,0
Q2V3N5,Q94K78,0
Q9LUJ3,Q9FG37,0
Q38846,O64725,0
Q42551,Q9SN12,0
Q9C5X3,Q9FLM8,0
Q56W16,P35132,0
Q8L9Y3,Q9FUA4,1
P92948,Q8S8I2,0
Q5M759,Q8LDU4,0
Q8LGE3,Q3E991,0
Q0WPF2,Q39195,0
Q9FHW2,Q9LUQ9,0
C0LGL4,Q38869,0
O65448,P93024,0
Q9LP51,O48528,0
Q9XI07,Q9FLF3,0
Q9FN69,Q8LEM4,0
Q9STR4,Q3E991,0
Q9FWY7,Q9FV70,0
Q9LSF1,Q9M0K4,0
Q9M310,Q8L617,0
P51102,Q9ZSD4,0
O82238,P04778,0
Q9FIC3,Q9FIX5,0
Q9LSZ9,Q9SUT6,0
Q9M9X4,O23629,0
Q9MBA2,Q9CAN4,0
Q9ZVC9,O64645,0
Q9ZWS7,Q8GUU3,0
P41151,Q8W2F3,0
Q9SGH4,Q9M7X9,0
Q9LMA8,Q9S7M2,1
Q3EBZ2,Q9FQ09,0
Q8GW31,Q9SCL7,0
P59226,Q9XI47,1
P55852,Q9FJK3,0
Q38834,Q9STX3,0
Q37165,Q42525,0
O24409,Q9FGZ5,0
Q6LA42,P21276,0
Q9T031,Q93Z81,0
P17839,Q95747,0
Q2V452,Q9LTS6,0
O82312,Q9LUJ9,0
O04294,O22714,0
Q5ICL9,Q9M9S4,0
Q9SUQ3,Q8L940,0
Q9SND4,Q94C12,0
Q4PSE3,Q9M548,0
Q944L3,P04778,0
P43273,Q9FIS1,0
Q67XJ2,P56779,0
Q9LM46,Q9FNY0,0
O22938,Q9FLP9,0
Q8VYK4,Q9SMP0,1
B5TM93,Q9SIT9,0
P23321,O80719,0
Q7XA68,O65674,0
F4JCU0,Q9LYW3,0
Q93ZA0,F4HXZ1,0
Q9LMK7,Q8LA53,0
Q9FIS1,Q9SFD5,0
Q9FGK0,Q38897,0
Q9LD28,Q9SW27,0
O49279,Q8L940,0
Q9FG89,P93003,0
Q94CG0,Q6NMZ4,0
Q9C5I0,Q9T031,0
Q8VZS6,Q94K78,0
Q8GYJ3,Q9FJK3,0
Q9LZW4,F4HXZ1,0
Q0WWQ5,P92958,0
P42645,Q42525,0
Q9STV4,A0A178V0F6,0
P40940,O80642,0
P49598,F4JWS8,0
A0A384LFU6,O49279,0
Q94A79,O64816,0
Q93V47,Q9SHE8,0
Q9SDS7,Q9ZVD0,0
Q9SU24,F4K460,0
Q9SGP2,Q8GWD7,0
Q9C8M0,O82312,0
Q9SWH4,Q2V2S7,0
Q8LBK6,Q9SVD7,0
P56766,Q39214,0
Q8VZ91,Q9SK66,0
Q940G3,Q9ZPX2,1
Q5PNU3,Q9FIP9,0
Q42599,Q96247,0
Q9ZVI7,Q6NKX5,0
Q9SKE2,Q9LZW4,0
Q38903,Q9C758,0
B7ZWR6,Q6X5Y6,0
P60497,Q39234,0
O23342,A8MR65,0
Q9LND7,Q38854,0
P93003,O80582,0
Q8LCQ4,B5TM94,0
Q9LEZ3,Q9C9Z5,0
Q9M9Y4,Q8GYD2,0
Q9FGX2,Q67YH9,0
P0C896,Q9SKI2,0
P49177,Q8GXE2,1
P59169,Q9AR19,0
Q9FFY6,A0A178V0F6,0
O64682,O22827,0
Q9SND4,Q5PNU3,0
P56767,Q9SHE8,1
Q9FMP0,Q9SJH0,0
P25859,O22714,0
Q9LNW3,Q9FGK0,0
Q9SN51,Q9LV28,0
O48916,Q9LVQ7,0
Q9FGJ3,P42732,0
P56751,P56755,1
Q8L8A5,Q4PSU4,0
O22932,Q9LJ64,0
A6QRA1,O81821,0
Q9XF89,P45432,0
Q9SVD7,Q9MAM1,0
Q38829,Q8GUP1,0
Q9LSX7,A0A384LFU6,0
Q9FTA2,Q9FF81,0
Q9C9U2,Q9LVU5,0
Q9LSI9,Q9LZW4,0
Q84MC7,O81127,0
Q8LAD7,Q9LT89,0
Q945M9,Q9SYW8,0
Q9LMX5,Q93YP0,0
Q9FIP9,P60129,0
O04027,Q8LCG7,1
Q9FME4,Q93YT1,0
Q38841,Q9LDE3,0
Q8GUU3,Q9FUA4,0
Q9SRS9,Q8VY64,0
Q8GYN5,Q9FFA7,0
Q0WWQ5,P29385,0
Q0PCS3,Q9S7U9,0
Q9FMX0,Q9ZSY8,0
Q9FG24,Q9FJA2,0
Q9SQK3,Q9FDW1,0
Q9ZPH2,Q7XA68,0
Q42374,Q9FG37,0
P42731,Q8LEM7,0
Q8S8E3,Q9SUA3,0
A0A384LA38,Q8L9A0,0
Q9SCL7,Q56XM1,0
Q94AL6,Q8W4I5,0
Q8VYT3,O48916,0
Q9FVU9,Q9LD28,0
Q9ZST4,F4K460,0
Q7XJU2,O04567,0
Q9LHF0,Q38837,0
Q5S1W2,O81836,0
Q9SND4,Q39211,0
Q3EAI1,Q9C9W9,0
O24629,Q1EC66,0
Q9M9X4,A9LNK9,0
Q38819,A0A178WB24,0
O65554,F4JWS8,0
Q9LJ64,O22784,0
Q9S7P9,P15455,0
Q9ZPE4,Q9SD44,0
Q9STX3,C0LGU5,0
Q9XFM0,Q5XXG9,0
Q9ZUB8,Q9FLP6,0
Q8GY61,Q9SKX1,1
P31170,Q93ZT5,0
A0A384KNJ4,Q9LDE3,0
P92532,Q9M0E0,1
B5TM94,O64725,1
O81098,Q93WC4,0
P42797,P45432,0
Q9FZE4,O22265,0
P27900,Q94AL6,0
Q56W16,Q7XJK8,0
Q04614,Q9LNP6,0
Q8W464,P55852,0
Q8GUP1,Q9SD44,0
Q9SJ04,C0LGT1,0
Q9ZTX8,Q8L3Z8,0
Q9LRH6,Q9SD78,0
P93024,O22827,0
Q9C658,Q8GXW6,0
P48007,F4HNU8,0
O49545,Q93ZE2,0
Q94CD5,Q94K14,0
Q9FNY0,Q9C5K8,0
P11574,Q4F883,0
Q9CAR4,Q9SNC6,0
Q6R0H1,Q9LRY0,0
O49545,Q93VH6,0
Q0WWQ5,Q9LTS6,0
Q9ZVR7,Q9LMA8,0
P56778,P56790,1
Q94AG2,Q9SZJ5,0
Q9FN69,Q9FY89,0
Q9LVG2,Q8L6Y4,0
Q9SJJ3,Q0WVL7,0
Q9LU21,Q9LZV6,0
Q8GXJ4,Q9ZPX2,0
Q9SIW1,Q56YJ8,0
Q8L940,Q9SY97,0
Q8GXN6,Q9SJT1,0
Q9FVS1,Q9S7A3,0
Q9LES3,C0LGT1,0
Q84JS6,O04425,0
Q940H6,Q9SK66,0
Q94ID6,B5RID3,0
Q9FZ48,Q7XA68,0
Q9SE33,Q9LHA8,0
Q93VJ4,Q9FXT6,0
Q6NMZ4,Q9C966,0
Q8RWA7,Q9LSE2,0
Q94JU3,O64511,0
Q84W66,Q8L4B2,1
Q8L3X8,Q8GYD2,0
Q9M7X9,Q5M759,0
Q8S8P5,P62095,0
F4I522,Q9SN73,0
Q8LEM7,Q9ZPH2,0
Q9M1K0,P59169,0
O22932,Q9LTW5,0
Q8W4J8,Q9SD44,0
Q8LAL2,Q9FKK2,0
Q9ZUB3,Q9ZNV9,0
Q9SFD8,P62100,0
Q9M1A8,Q9S7M0,0
Q45GE3,P39697,0
Q9SSD1,Q9M1Y1,0
B9DH29,Q9LKL2,1
Q9FMF5,P29381,0
Q93WJ9,Q8RWA7,0
Q9LZ00,O81055,0
O81126,Q5S1W2,0
P48002,F4IVV0,0
Q05466,Q8LGF7,0
O81069,Q9CAB6,0
Q7X9H5,Q9FWY7,0
Q9C5G0,Q9XIN0,0
Q43125,P56756,0
Q56Y52,Q9C9V9,1
O81069,Q9AR19,0
Q9LIC6,Q941L3,0
Q42202,Q38854,0
Q8RXT5,Q8VZ91,0
Q9LHA8,Q9ZVI7,0
P0CJ47,Q9C8M0,0
Q05753,Q9SQK3,1
Q9LFD5,Q8VZT8,0
Q8GXA4,Q8LF89,0
Q9FKW6,Q96291,0
Q9M2B4,Q56XM1,0
Q84R24,Q8LC53,0
O80345,Q96524,0
Q9LYN2,Q9C9V9,0
Q9SCY5,Q9SRM4,0
F4JCU0,Q42588,0
Q9SUQ3,O04603,0
Q9ZST4,P15455,0
B7ZWR6,C0SV14,0
P0C896,P10796,0
Q94K07,Q9FLI3,0
Q9FUD3,O82255,0
Q96299,Q8GW31,0
A8MR24,Q8RWA7,0
Q9CAJ0,Q9FJ50,1
Q96288,Q6DUW7,0
O81775,Q9FUA4,0
O23144,Q9LHG0,0
Q9XI07,Q9SY97,0
Q94C12,Q8GXW1,0
Q39237,Q8LAA7,0
Q8RWE8,P53492,0
Q9AT76,Q8L4B2,0
Q42551,Q8S307,0
Q42202,Q8LGA5,0
Q9FME4,Q9SJJ5,0
Q38831,Q9FGV1,1
F4HZR4,Q8W206,0
A0A178UTW7,Q9S7N7,0
Q9LTB8,Q9FFK1,0
Q9FV71,A0A654EZG3,0
P18064,Q9SUA3,0
A8MR24,O48528,0
Q93VT9,Q9C6B8,0
Q8GWD7,Q8W1P0,0
Q9SEE9,Q8LC53,0
Q9LVQ7,Q9SKG5,0
Q38831,Q8LAL2,1
Q6NLH0,Q9LN63,0
O22456,P23321,0
P56754,Q2V2S7,1
O49048,Q9LZP9,0
Q9M8T0,Q9FKM7,0
Q9XEE8,A8MR96,0
P62090,Q9LNJ5,0
A0A178WB24,Q8GXA4,0
P92532,Q9XIA6,1
P93313,Q9ASZ1,0
Q8L746,Q9XIA6,0
Q944I5,Q9LFT8,0
Q8H0U5,C0LGD9,0
Q94F62,Q9LUA3,0
Q84R24,Q9SU72,0
Q3E8L0,Q8GY55,0
Q9SLC8,Q8VZ79,0
Q9LZM8,Q9LUJ9,0
O80501,Q8LEM4,0
Q94AG2,O80345,0
Q0WWQ1,P28148,0
Q8W206,Q4PSE3,0
Q93ZE2,Q9LVA9,0
Q9CA75,P93311,0
Q9LPR8,Q8VZU4,0
P28148,Q9FJ98,0
Q9LQF2,O80837,0
Q9SII8,Q9LKZ3,0
P56767,F4J9E4,0
Q42403,Q9SN43,0
Q680Q4,Q9M9G6,0
O82481,Q9SCY3,0
Q9SUI6,Q9LIE5,0
Q1G3Z3,Q8LCQ4,0
Q9ZPX2,Q94B71,0
Q9LVH5,Q9FRV4,0
O49397,Q9XFD1,0
Q38832,P49599,0
O04719,Q8RXS1,0
Q8LA53,P29381,0
P29384,Q8RYD9,1
Q9FNY0,P11574,0
Q9ZPE4,Q9SHR7,0
Q9XIC7,Q9LV27,0
Q9SMR4,O82239,0
Q39025,P93313,0
Q9LXD8,Q8VWF1,0
Q38838,Q9XEB5,0
Q9SU24,Q8LGE3,0
Q9LN09,Q9FUD3,0
Q9LX90,O80340,0
Q9C9V9,Q9FLX3,0
Q9LMA8,Q9XFH4,0
Q9LYN2,Q8LGI3,0
Q8RWA7,Q9FZA0,0
Q9FKM7,Q43725,0
Q9FKS5,P56752,0
Q38885,Q9M8Y4,0
A8MSB8,Q9ATB4,0
Q8LC53,Q9FJF4,0
Q9ZSM8,Q6XAT2,0
Q9SKT0,P42792,0
Q9SYG4,P92533,0
Q5CCK4,Q9SV23,0
Q7XJK8,P54609,0
O81098,Q9LKR3,0
O22286,P56777,0
F4J117,Q8L746,0
Q39255,Q9ZR12,1
Q9FJF4,Q9SN74,0
A0A178VXT0,Q9SKB2,0
O80719,Q9ZUB8,0
Q9ZSY8,P93831,0
Q93YP0,Q9FZ48,1
Q9SDS7,Q9FNY2,0
C0LGN2,O65665,0
P56755,Q8LA53,0
Q96330,F4JXF1,0
Q9C562,O81242,0
Q944L5,Q1PE48,0
O22456,Q9C658,0
Q9FIJ2,Q8H0U5,0
Q9SAK5,Q9LDI3,0
Q39022,Q949Q5,0
Q42290,P42736,0
Q3EAV6,A0A654EFC9,0
Q1G3Z3,Q39214,0
P29382,Q9FGS5,0
A0A178W1I8,Q8LGE7,1
Q8L6Z4,Q9LHG8,0
C0LU16,Q1ECF1,0
P29388,Q945M1,1
Q9LES3,Q39101,0
O81002,Q9FKP8,0
Q9SV82,Q8LBP4,0
O80634,Q9SCY3,1
Q8L4B2,Q9ZU52,0
Q9STR4,Q2V3I3,0
Q42577,P43291,0
Q9SEL6,Q42290,0
O80340,O04211,0
Q9FJW5,Q9FJE8,0
Q9LDE3,Q38840,0
Q9ZVC9,Q9FHH5,0
P92973,Q9FYF8,0
P35131,O03986,0
Q38825,Q9LHH1,0
Q9SYG4,Q9ATB4,0
Q9SRS9,A0A384KBE6,0
P92532,Q9LVU5,0
Q8GY79,Q9LNT9,0
Q8LAD7,Q94AG2,1
Q9S9N6,Q9ZR12,0
Q9SQK3,Q9SNC6,0
P43273,Q8VYD2,1
Q39234,Q8L746,1
Q94F62,Q9SJ04,0
Q9SID1,Q9SV69,0
Q8LEU3,Q9S7Z2,0
Q8L736,Q9ZPY5,0
C0LGD9,O64816,0
Q9S7Q7,P26289,0
B5TM92,Q9LDI3,0
Q6NPT8,Q9FHW7,1
A0A1B1W4Z4,O80634,1
Q9ZTX9,A0A654EFC9,0
Q38854,Q8W4J8,0
Q9LEX0,P29381,0
Q39253,C0SVG1,0
P43273,Q9FZA0,0
Q9FTA2,Q05431,0
Q67XJ2,Q9SJU8,0
Q38834,Q9FIG9,0
Q9XGZ2,Q8LPR9,0
O23342,Q9LDE3,0
Q9FZ48,P26289,0
O80837,P42792,0
Q945M1,Q8L6Z4,0
F4IG85,Q9SQT5,0
Q9LRH6,Q9C5H9,0
P34791,Q6LA42,0
Q9SGH4,Q9LDE3,0
P25697,Q9C5V6,0
Q9LIR8,Q9ZVR7,0
Q93ZM9,Q8VZS6,0
P43273,P53665,0
O81313,A0A178UFM8,0
Q9M0J5,Q8W4S5,0
Q56XM9,Q9SUT6,0
Q0WWE3,C0LGL9,0
Q9LJ64,Q8L940,0
Q8LAS7,Q8S2T0,0
B2GVM9,P29384,1
A0A384L363,Q9AT76,0
Q9S7A3,Q84JG2,0
O82533,Q9ZUP3,0
P56753,Q8LEA8,0
O04492,Q9SII8,0
O80992,A0A384KNJ4,0
Q9FLP9,Q9M7X9,0
Q8LCQ4,O22607,0
Q9FLF3,Q8S2T0,0
Q9FF75,Q945M9,0
Q9SUI6,Q9SV69,0
O24408,Q9M1J2,0
P42644,Q9MAL9,1
O81242,Q9LZ03,1
Q9LP51,P56777,0
Q9C9L0,F4I0K2,0
Q05431,Q38997,0
O04603,Q147Q9,0
O48661,Q9ASS6,0
A0A178UTW7,Q9FHW7,0
Q9SMX4,Q9SAR0,0
Q8GXH5,Q9SMX4,1
P26289,Q9SCY3,1
Q9LKR3,Q94KK7,0
Q9FQ09,Q9LMA8,0
P56755,Q9SJ04,0
Q9M9S0,P94102,0
Q501B2,O65154,0
Q5PNU3,Q9M0U9,0
Q9SZF7,Q6R0H1,0
P56790,Q9SRZ6,0
P93830,Q42202,0
P56790,Q1PE48,0
Q9ZUB3,Q0WNP7,0
