protein1,protein2,interaction
Q9D7N3,P35396,0
Q920N1,Q64337,0
P63073,P10148,0
O35955,Q62170,0
Q8BFU0,P09542,0
P15261,Q61083,0
Q9DAG4,Q924X6,0
P47941,Q6IMH0,0
P68033,Q9QYH6,0
Q9JIF7,P56477,0
P18527,Q8VD72,0
P10085,P15806,1
O88643,Q61234,0
Q9QUM9,P01900,0
Q9DB91,Q8K3J1,0
Q6PDM2,Q9JIK9,0
Q9R0X0,P23204,0
Q99LI5,Q60787,0
Q9WVI9,Q9QUN3,0
Q8CGP6,P97318,0
P63073,P47741,0
O88685,P70218,0
P12815,Q9WTK5,0
Q62264,Q9CXW4,0
O08686,Q80ZK0,0
Q9DC37,O09106,0
P01665,Q9QZE7,0
Q8BG40,P62717,0
Q9CPX7,Q9Z2Q6,0
Q99ME6,P43006,0
Q99PI8,Q9JM13,0
P47713,Q8BJ56,0
P48168,Q9R109,0
P01108,P70340,0
Q60793,Q9DC71,0
O09111,Q8BG40,0
Q3V0Q6,P58252,0
Q2MH31,Q8BHN3,0
O89100,Q80VP1,0
O88811,P0CG50,1
Q9D485,Q60769,0
P05977,P62305,0
Q61188,P28741,0
P61957,O70263,0
O54864,P60904,0
Q8CII9,Q9WUT3,0
P31938,Q9WTV6,0
P52927,Q9QWF0,1
Q9D8T2,Q9D855,0
Q8BHN3,Q9ES28,0
O35613,Q9JI44,1
P28033,Q8JZM6,0
Q8CFI0,Q99MH5,0
Q9JLC6,P61809,0
Q9Z2U0,Q91ZE9,0
P08207,P70340,0
P08152,P62264,0
P03921,Q9D8B4,1
P63213,Q9CWY8,0
P01738,Q9JIK5,0
Q08775,O88621,0
P27038,Q9DAK2,0
P50580,Q6ZWV7,1
P03888,P03899,1
P00158,Q9CPX8,1
P01590,P35438,0
P60766,Q61207,0
Q9D7X3,Q3UYV9,0
Q8K4B2,Q9JJX7,0
P61372,P70662,1
P30051,Q8K4G5,0
P68369,P47964,0
P39689,P97377,1
Q31099,P46096,0
P01904,P35585,0
Q8BVN3,Q8VDU0,0
Q9JM73,A0A0E4B366,0
P47757,Q9CPX7,0
O88508,Q9WU32,0
Q8R3R8,Q6ZWN5,0
Q61771,Q61221,0
Q62276,P35831,0
P97371,P47911,0
Q80V24,Q9CZ44,0
Q8CGK7,O55222,0
P47911,Q9D8E6,1
Q9WU32,P28574,0
Q62191,Q9DAU1,0
Q64028,P51943,0
Q3TNS5,P09055,0
Q8VD72,Q6SP97,0
Q63943,P63137,0
Q99P87,P53986,0
P02089,Q9QZE5,0
Q63739,P15530,0
P20334,Q9WVI9,0
P06240,P49710,1
P10085,P20109,0
P12023,P20334,0
Q61733,Q9JJN6,0
P62301,Q9QXV1,0
P09055,P61809,0
Q9D9V4,P26350,0
Q6X6Z7,Q91XD6,0
Q61699,P25799,0
Q9CWE6,P68037,0
Q9Z1X4,Q91WC1,0
P62317,Q5SW45,0
P18469,Q61102,0
P01665,Q63739,0
Q9DBG6,Q9CWR8,0
P07901,P22723,0
Q91VI7,Q61045,0
Q91WG4,Q6ZWN5,0
P0CG50,Q8CHU3,1
P35585,P61967,1
Q8CBW3,O88597,0
Q63932,Q61881,0
P01864,P70338,0
P01592,Q8K479,0
P42669,P97784,0
Q60838,Q04863,0
P42669,Q61091,0
Q99ME6,Q5SSL4,0
Q9QYK7,P01642,0
Q02242,Q61387,0
P61967,Q8BHJ5,0
O35226,P62315,0
Q61327,Q7TMM9,0
Q07832,Q8K245,0
P21784,Q6R3M4,0
P70445,Q9D131,0
Q64373,Q9D0B8,0
P70196,Q80TQ2,1
Q9CQP8,Q924H2,0
Q6PHU5,Q9WV32,0
P04426,Q2NL51,0
P07750,Q8C0J2,0
Q80ZK0,P03893,0
Q61216,Q80Z64,0
P61514,O54709,0
Q9R111,Q00609,0
V9GXK1,Q00560,0
P15702,P62878,0
P70444,Q64028,0
O70263,Q6ZWS8,0
Q8CFI0,Q9QUN3,0
Q793I8,Q91XL9,0
Q60972,Q9EPB4,0
P48453,Q924H2,0
P19123,P62855,0
P12970,Q9D032,0
Q9WVK0,P14115,0
Q8VCB2,Q9D823,0
Q9QWV9,Q9D4Q1,0
O55013,Q8VCQ3,0
P01646,P15247,0
Q9QZE7,Q9DA80,0
P07141,Q9ES46,0
Q9CQC3,P10148,0
P47964,A0A0M3KL49,0
O35613,Q61584,0
P52633,Q9D2N4,0
Q9DAG4,Q64373,0
Q9QWF0,P15702,0
Q61188,Q9R109,0
Q91YN9,P03899,0
Q9QZE5,P10749,0
P70452,P60766,0
P01660,P62305,0
Q64339,A0A2R8VHF7,0
P22315,A2NUE8,0
P04213,Q9Z1X4,0
Q9R207,P26369,0
Q8VDM4,Q8R464,0
Q8K3J1,Q9DC70,1
P28652,Q80W99,0
P11103,Q9R0X0,0
P61979,Q9R0T8,0
P16858,Q32NY4,0
Q31093,Q149S1,0
P16858,P63044,0
P23772,Q9JKD8,1
O35089,Q8BUV3,0
Q00609,Q7TSN7,0
P43275,Q8C5G2,0
O88508,Q9Z2U0,0
P04187,P97864,1
P01849,P61080,0
P62082,Q8BVM4,0
P29352,O88509,0
P46935,Q8R0W6,1
Q9CQA6,P36898,0
Q61127,P25233,0
P35438,Q8BHJ5,0
Q8R0L9,O35593,0
P52633,P63011,0
O08582,Q9DAD0,0
P43006,Q6QLQ4,0
P15209,P27782,0
P09022,Q03358,0
P01821,Q8CGP4,0
P19536,Q9QUM9,0
P15314,Q8CGN5,0
Q9R0X0,Q5BKP2,0
P27038,Q9D6K5,1
Q8R0L9,Q8CHU3,0
P06876,P23780,0
P63330,O55033,0
Q9CQD0,P09405,0
P25206,Q8C437,0
Q62073,P97310,0
Q60770,Q9Z2U0,0
Q9WTL8,P41241,0
Q60598,Q60821,0
Q3V3N7,P28028,0
Q61216,Q6Q783,0
Q99N87,Q9Z2Q6,0
P62855,P01749,0
Q811G0,Q3V0Q6,0
Q03358,Q8R4A3,0
Q9D8B7,Q91YE7,0
O55029,P62908,0
P14753,Q80X85,0
Q9R1P4,P60710,0
P40226,O55142,0
P16388,P99026,0
Q61584,Q9R111,0
P01897,Q5R1C2,1
Q61084,Q64028,0
Q8R2X8,P01897,0
Q8C0X7,Q61626,0
O70570,P11499,0
P52795,Q80U70,0
Q9CQT6,Q00322,0
P97302,Q91WQ5,0
C0HKE3,P62806,1
Q61301,Q9CWR8,0
P56477,Q61327,0
P28574,P50538,1
P20937,A0A2R8VHF7,0
P70195,Q08509,0
Q99JW4,P09450,0
P83940,Q6X6Z7,0
Q9JMK2,Q9CXW2,0
P55258,Q61699,0
P00416,Q8BVM4,0
Q14B62,Q8CDU5,0
Q99LC3,Q6P6J0,0
Q9R0Q1,Q99K90,0
Q9WUB0,Q60760,0
P42228,Q8BG40,0
P01900,Q99MJ6,0
Q9DAM2,O09106,0
P70452,Q61083,0
Q8R2L5,Q8R502,0
P50752,Q9Z0W1,0
P97371,Q9JIH2,0
Q9CZX0,Q59J78,0
P49817,P0CG50,0
P21784,Q505F1,0
Q80XE1,Q8CGK7,1
A0A0E4B366,Q60954,0
P04919,Q9QZS3,0
Q99KP6,P15209,0
P97318,P01865,0
P49718,O35618,0
Q60838,A0A5E3,0
P97333,Q64364,0
P30285,Q8BH43,0
P63044,Q8VI33,0
P13504,Q61207,0
P68369,Q9QXL8,1
Q63844,Q811G0,0
P05214,O88508,0
P58059,Q9DCA2,1
Q60760,Q925K9,0
Q9CZ82,Q9R0X0,1
Q60760,P97814,0
Q07440,Q9Z1X4,0
P19536,P61979,0
P25916,Q9Z2X8,0
E9Q9F6,O08609,0
Q61881,O70174,0
A2NTY6,P06344,1
Q9Z2U0,P28028,0
Q61216,Q9QZE7,0
Q8K3K8,P51150,0
Q9ERI2,Q9CQJ2,0
O70435,Q921E6,0
P62137,Q91V08,0
P05214,O88653,0
P01635,Q9D125,0
Q04211,Q9WV32,0
P17679,Q8R0L9,0
Q6PHU5,Q7TPM5,0
P70191,Q99PT1,0
Q99LT0,Q9D439,0
Q9R111,O70477,0
P01666,Q8R4E9,0
P51943,Q8K480,0
P58252,P62267,1
Q9R109,Q91YD9,0
P35991,P63073,0
P97372,Q9DA80,0
Q00560,Q60989,0
P61080,P43432,0
P06537,Q9WU38,0
P62309,Q9R049,0
P08113,Q7TS55,0
O08543,Q8R4I1,0
Q9WVE0,O08603,0
Q148A4,Q5U5Q9,0
Q9QUN3,P11609,0
Q99N84,Q9R0P5,0
Q921E6,Q8CJG0,0
Q8CBW3,P97864,0
Q9DB40,P62267,0
Q9DCL4,A2N494,0
P07901,Q9D1P4,1
P12023,Q6DIA7,0
Q8CIB5,O88786,0
Q9CWY8,Q8BVM4,0
Q9ERI2,Q53VQ5,0
P01878,P70434,0
Q62314,P41274,0
Q60953,Q80W99,0
Q5R1F1,Q9DC37,0
Q9WUU8,Q8BFU0,0
Q9D8T2,Q7TSZ8,0
Q6IMH0,Q922Y1,0
Q61084,Q62296,0
Q6PAT0,P05627,0
Q08351,Q9CPR8,0
Q8CDU5,P70460,0
Q60760,Q9CWF6,0
P26369,P35922,0
Q9CPX7,P51667,0
Q62264,Q9D855,0
P03911,Q5XJY5,0
P27038,Q8BTU1,0
P07901,Q08024,0
P68510,O09106,0
P01590,Q9QWV9,0
Q9DCL4,Q8CJG0,0
O55013,Q9WUL7,0
Q7TSZ8,Q80ZS3,0
P61967,P63017,0
U5LP42,Q99JB6,0
P00756,P05627,0
Q8K480,Q8VEK3,0
Q9R0T8,Q9D032,0
P42228,Q9WU38,0
Q99J95,Q3UNW5,0
Q5SSZ7,Q65ZI1,0
Q9CQZ6,P01636,0
O88811,P49718,0
G5E8A8,Q8CCI5,0
Q5NCF2,P04224,0
Q8VEG6,P01679,0
Q9JIH2,Q9JJY9,0
Q60787,Q5U5Q9,0
Q9QXL8,P22605,0
P22723,Q9JIF7,0
Q9CQI9,Q9JHF9,0
Q91V61,Q61733,0
Q3UYI6,P41133,0
Q91WD5,Q9CXZ1,1
Q99JW4,Q80TG9,0
Q61190,P56399,0
Q3UKC1,Q60769,1
P04370,Q9R109,0
P13297,Q8C456,0
P01863,Q62191,1
Q80ZS3,P21784,0
Q9DCL4,Q9ERA0,0
Q922Y1,Q08024,0
P70280,Q9DAJ2,0
Q9R0Q1,P30882,0
Q80W99,Q9JKV1,0
Q9DBG3,P08207,0
O35618,P23804,1
P70372,P35991,0
P40226,Q99MZ3,0
Q9ERA0,P49722,0
Q9CPX6,P35700,0
Q9WU32,Q924X6,0
P48168,P98083,0
Q9ES57,Q9D2R8,0
Q60825,Q6SP97,0
P97471,P05977,0
P00757,Q99PT1,0
Q99N84,P52293,0
Q9CQ20,Q68EF6,0
P01590,Q9CZY3,0
Q9CZY3,Q61216,0
Q9ER88,Q3UIU2,0
P97351,Q9R207,0
Q9Z2F6,P53986,0
P70444,Q9DB40,0
P35330,Q9JL85,0
Q9DCJ7,P51150,0
O70435,Q9DAJ2,0
Q7TQF7,Q9ES57,0
Q8VEG6,Q8JZM0,0
Q8CII9,P14206,0
P43275,P97377,1
Q9CR21,P26043,0
Q9D6J6,P01139,0
P26043,P18181,0
P18531,Q9ERS2,0
P49817,P70452,0
Q9CQ18,Q7TSZ8,0
P58064,P68134,0
P29452,Q9QUN7,0
P19785,Q9JIH2,0
P11911,P01747,0
Q52L64,Q9JIQ3,0
P01878,Q9D9I1,0
P14115,Q62192,0
Q3TCJ1,D2D553,0
P04224,P18469,1
P01642,Q9R233,0
Q02242,Q8K3K8,0
P15209,P46096,0
Q80ZS3,Q9DC37,0
P01108,P28574,1
Q99M51,Q9DAU1,0
P03925,Q9D9D8,0
P70375,Q922Y1,0
Q91ZW2,Q91WA6,0
P00405,P19536,1
Q9JIF7,P54775,0
P01849,P04213,1
Q8R502,O54714,0
P58801,Q9JJ59,0
Q8R1R4,Q9DAS2,0
P97457,P97814,0
Q99JY1,Q62170,0
Q8BH43,P70195,0
P00158,P21784,0
P01724,Q9JM73,0
P01648,Q9QYP6,0
Q6P3B9,P48168,0
P61161,Q6X6Z7,0
P62264,P70195,0
Q80ZK0,Q9D7N3,1
Q9Z2X8,Q9CWE6,0
P27659,Q8BP67,1
Q02242,O35089,0
P46938,Q9JM13,0
P11440,P43275,1
Q8C0J2,Q8VDS3,0
Q9CQ39,P15116,0
Q07763,Q9D9U9,0
P97371,Q61140,0
B8ZXI1,Q9CQZ6,0
Q9D4G2,Q9DC69,0
Q9D8B7,Q9JKS4,0
Q3ULA2,Q9CQJ2,0
P26450,Q9CXW2,0
P48437,P42669,0
P05627,P42228,1
P35991,Q9JMA2,0
Q91VR7,Q80US8,0
Q8R2X8,P41133,0
Q65ZC0,Q8VCB2,0
Q60838,P03925,0
P60904,O35228,0
O88513,O70439,0
Q61102,P18529,0
O55222,Q9JIF7,0
P62812,Q8BK30,0
Q9JHL1,P63328,0
P70343,P27792,0
P01897,O88448,0
Q6PD24,Q7TPM5,0
Q8BVZ1,Q64261,0
P63330,Q07763,0
P02088,Q148A4,0
O08734,Q9QUI0,0
Q8CGP4,P13297,0
P23780,P63248,0
Q62318,Q61234,0
P47708,P23242,0
P18526,Q9R0X0,0
P47753,P39087,0
P23242,Q9CWR8,0
P97457,P09632,0
Q08509,P97457,0
P61924,P31750,0
P08152,P41274,0
Q9CY16,Q9JHS3,0
P08152,P01747,0
P42225,P20263,0
P16675,Q9DAG4,0
Q9R1S0,P19221,0
P46096,Q9JHS3,0
Q059U7,Q8C456,1
Q61180,P36898,0
P47962,P86048,1
Q8BGU5,P01852,0
P12023,P98084,1
Q18PE0,P61161,0
Q61216,P61967,0
P09542,P16675,0
Q99MJ6,P22682,0
Q8C1Z7,Q91WD5,0
Q64281,Q6DID7,0
Q9CQ91,Q8BFU0,0
Q62073,Q53VQ5,0
P63017,Q61179,0
P01843,Q60809,0
Q9CQ75,Q5F201,0
Q62179,Q80ZV0,0
Q9Z0F8,Q5SSL4,0
Q64339,Q9QZS3,0
Q8C031,A2AIP0,0
Q9D9V4,P60766,0
Q9CQP8,P01665,0
Q07763,Q9WVS7,0
Q9CY16,Q60837,0
D2D553,Q9D9U9,1
P01325,Q6PHU5,0
Q8BLC3,P18760,0
P22682,Q60631,1
A2A825,Q64337,0
Q61771,Q64237,0
Q62276,Q9Z0H7,0
P17679,Q01114,0
P99028,Q61387,1
Q61179,P35235,0
O54901,P18527,0
Q9R1V6,P29752,0
Q6SP97,Q8VEA4,0
P62862,Q9CQE3,0
P84228,Q62170,0
Q9WV32,P08113,0
Q6A037,Q8CGN5,0
Q3V3N7,P08152,0
Q3USJ8,P39688,0
P01849,Q60954,0
Q8VEA4,P68510,0
Q6ZWS8,Q3UYV9,0
Q9CPX7,P70280,0
Q9JIL4,Q9CXY6,0
Q9QUK6,Q9D439,0
O08712,Q6P8Y0,0
P22091,P61092,0
Q6X6Z7,P04925,0
P31311,Q60954,1
Q62276,A2N494,0
Q9QYS2,Q80X85,0
Q3UYI6,Q61730,0
Q99ML1,P49718,0
O70435,P29351,0
Q9EPW9,P70696,0
P50540,P70677,0
P16951,Q9CWH4,0
P43023,Q8R1I1,1
Q9CR68,P97371,0
P70280,Q9CQI9,0
P70188,Q9D8E6,0
P14753,Q99J83,0
Q9Z2U0,P07356,0
P09803,Q60760,0
P39087,Q91WQ5,0
Q8VDS3,P97481,0
Q8BH43,Q9CR21,0
Q63739,Q9CQ75,0
P97371,P50752,0
P61080,P0DP43,0
Q9D3X8,O35615,0
Q9JM13,Q9JIL4,0
Q91V08,P70326,0
O89100,Q60821,0
P22723,Q8BK72,0
Q9D8E6,Q9WVL2,0
O88895,P48437,1
Q9CZM2,P98156,0
Q9D131,P62259,0
O54709,F7BJB9,0
Q60925,P15307,0
P59178,Q3UXZ6,0
P18526,Q8BH43,0
Q9JJX7,Q91WC1,0
Q8C180,Q9JIE6,0
P24604,P01590,0
O88952,P09022,0
Q8CII9,Q9JIE6,1
P01887,O88513,0
Q9JIH2,Q6Q783,0
P42867,Q63943,0
Q9Z2X2,Q61127,0
P39054,P23819,0
P47962,O88621,0
Q9JIY5,Q9D9D9,0
A6H6Q4,Q6P8Y0,1
Q9Z138,Q91VD9,0
O88890,P05977,0
P15247,Q6ZWS8,0
B5KM66,Q505B8,1
P12815,Q80ZS3,0
Q62424,Q8BGW0,0
Q9QZE5,P27792,0
Q65ZI1,P07356,0
Q7TMM9,P25801,0
Q8BJZ4,P41183,0
P0CG50,Q9JKV1,1
Q9QYP6,Q9WUN2,1
P39429,Q8R0L9,0
Q9CR68,Q9CZ13,1
P01801,Q9D9V4,0
P01647,Q61457,0
P61965,P52946,0
A6H6Q4,Q00422,0
P49722,Q9DCL4,0
Q8VI33,Q8R0S2,0
Q9WVL2,Q63844,0
P17433,Q64287,1
Q9D8E6,Q9ERA0,0
Q9CZX8,P42866,0
Q8CGN5,Q61006,0
Q9Z0W1,P22723,0
Q9JLQ2,Q8C6B2,0
O88485,Q61768,1
Q62191,Q811G0,0
O88448,Q9WUL5,0
P70445,P12960,0
P50540,P70441,0
Q6R5N8,P14429,0
P60710,Q3TBT3,0
Q64339,P61965,0
P28078,Q9ES57,0
Q61102,Q9D1J1,0
P12787,P19536,1
P46737,Q9Z2U1,0
P41241,Q61686,0
Q18PE0,P61982,0
Q3UNW5,Q9JIK5,0
P26369,Q9EPC1,0
P47753,Q9CR68,0
Q9CXU1,P46414,0
P54818,Q8R2L5,0
Q3UNW5,Q08351,0
Q5SW45,Q9D2M8,0
P01849,Q9WTV6,0
Q6P6J0,Q62314,0
Q9WTK5,P18531,0
P09631,O70435,0
Q04887,P43404,0
Q9D8B4,P50752,0
Q08509,Q03526,0
P97784,P63073,0
P61087,Q8R2X8,0
Q9ER88,P63141,0
Q9DAJ2,Q8BPZ8,0
Q60773,Q6SP97,0
P02088,P35235,0
Q9D8C6,Q99L88,0
O88621,Q9D125,0
Q62108,Q6PHZ2,1
P84751,A0JLY1,0
P01665,Q9JIL4,0
Q9D1J1,O88509,0
P58283,Q03157,0
Q9JI59,Q6P8X9,0
Q60809,P97454,0
Q9D4K5,P28574,0
Q9DBL9,Q60680,0
O08609,Q9DB40,0
P16054,Q9CWE6,0
Q9CZX8,Q3TNS5,0
P35980,P41105,1
Q9JJR7,P00756,0
Q60591,Q9EPK5,0
P12815,P56477,0
O70439,O88597,0
P01801,Q80XZ4,0
Q8CII9,P68372,0
Q9QZ88,O88685,0
Q80TQ2,P47757,0
P16388,Q059U7,0
P01592,Q9WV60,0
O88811,A0A0M3KL48,0
O08603,Q8BVZ1,0
Q9JLQ0,Q6DIA7,0
Q9Z307,Q9JJV2,0
Q60819,Q9Z1P6,0
Q7TS98,Q60925,0
Q61190,Q5SW45,0
P35951,Q9WU39,0
P84750,Q99NC0,0
Q3V1H9,Q5R1B3,0
Q61699,O35963,0
Q9DC71,P27467,0
Q8VEA4,Q03347,0
Q9QUI0,P98084,0
P70340,P70218,0
Q99MB1,P62869,0
Q2VPU4,Q62276,0
P62281,Q9EPK5,0
G5E8A8,Q6X6Z7,1
Q8VDU0,Q8C1B7,0
P23798,P15247,0
O88448,Q9JIK9,0
Q8BUV3,Q9QUN3,0
P61255,Q793I8,0
Q9Z0G0,P47911,0
Q9DAS2,O88895,0
O70343,Q8VEK3,0
P14685,Q3HNM7,0
P08551,Q9EPL2,0
Q9QZS3,Q8R502,0
Q91VR7,Q61327,0
Q793I8,P23804,0
P49710,Q8BK72,0
Q99JB6,Q8CGS2,0
Q8VEK3,P70188,0
Q9R1P0,Q8VD72,0
P84751,Q9JM73,0
Q8R4E9,Q9R111,0
P33242,Q62227,1
Q8BVN3,P01666,0
P0CG50,P97432,1
Q60760,P62305,0
P62315,P01645,0
P01863,Q00609,0
G0YP42,P63073,0
Q61501,P51150,0
P01897,Q8CGK7,0
P29754,Q80WQ6,0
O54972,Q61881,0
A0A2R8VHF7,O08712,0
B8ZXI1,Q9R0Q7,0
P07351,P47713,0
Q9CQV5,O35864,0
Q9JJW5,Q65ZI1,0
Q80W99,P61924,0
Q80ZS3,P58283,0
Q9WV60,Q8BVZ5,0
Q80XE1,Q9CQH3,0
P70217,P28574,0
Q61102,P01139,0
P15247,Q60778,0
Q8R3R8,Q60925,0
Q6QLQ4,P63011,0
Q9QUN3,Q62432,0
P47713,Q99MZ3,0
P70343,Q9QZE7,0
A0A0G2JF94,O70263,0
P06344,Q8K479,0
O88188,Q64281,0
Q920D3,P62911,0
O88282,P41183,1
Q3UNW5,Q9R1P3,0
A6H6Q4,P01852,0
O09110,Q9CY16,0
Q61039,Q8R4I1,0
O88448,P41105,0
P12815,Q9DAR0,0
A2RTH0,O35714,0
Q8BHJ5,P47741,0
Q3V3N7,P62984,0
P0DN34,Q3UYI6,0
P26049,P84751,0
Q8BH16,Q62232,0
Q9R1P0,Q2TBA3,0
P41136,Q99K74,0
O08675,Q8C0D7,0
P01642,Q99LM9,0
P68037,P62812,0
O70570,Q9D8V0,0
P00397,P19783,1
P62858,Q9D2N4,0
Q8R4I1,Q99MZ3,0
A0NA69,P01635,1
P62869,O70477,0
P25118,Q3U0V2,1
P49769,Q60629,0
Q9WV31,Q60692,0
Q9JI59,Q64339,0
Q8VCQ3,Q6DIA7,0
P01887,Q2MH31,0
P97461,Q99MJ6,0
Q8BVM4,O08582,0
Q9D1R9,P12023,0
Q60665,Q6SP97,0
Q8C1B7,P70195,0
P25799,P41241,0
Q9CZ44,Q9DC37,0
P10148,P51683,1
Q9ES57,P25801,0
O88703,P39428,0
Q9DAD0,Q61539,0
Q8N7N6,A6H6Q4,0
P63276,Q60954,0
Q08369,Q61686,0
Q3V3N7,P62852,0
P61957,Q9JJX7,1
Q08369,Q9JJW5,0
O54864,Q8CJG0,0
Q91XL9,Q61626,0
P52293,Q99JW4,0
P25206,Q9Z2X2,0
P47713,O35449,0
Q61327,P70347,0
